negative,"I SO want to go to the MTV movie awards on Sunday but sadly,i can't.  im filming once again.and the twilight cast is gonna be there! "
negative,I miss my big head friend @realist08 
negative,"Happy birthday @brilliantorange! I didn't know you were married to @sween!  I made you a cake, but I sheeted it "
negative,"Planning a picknick with Deanna, Kayleigh, Daniel and Jesse while Johnny works. "
negative,My BB is crashed! Total off!! Ketergantungan pada bb tingkat tinggi  just got home from zoo and now ready to go to @ccempaka's house
negative,Last weekend in Chicago ... this sucks! 
negative,Met @maureenregina in a very short time 
negative,20 bouquets of flowers assembled over 2 1/2 hours. my feet hurt from standing all that time   Dipping strawberries now!
negative,"@pdurham He didn't come here   Where are you?  I'm guessing Durham, NC??"
negative,"Had some barbacoa and I feel full. :-D  In other news, I still need to go to a church. "
negative,Omg !!!  argggg!!! Class since 10 till 12 xtremely sleepy!
negative,"&quot;Holy crap, you look like a porn star!&quot;  - my mom on my 4 year old daughter's tap costume for recital. Sad thing is...she is right "
negative,When something appears to be too good to be true it nearly always is.  #fb
negative,"Beautiful day! Maybe I will go hiking later, but now I need to mow some grass   All that rain has made it grow faster than i can cut."
negative,Im up not feel'n well going to the hospital 
negative,Final day of G12. I wish it wasn't ending 
negative,Has more softball today. Not a game tho. Just a practice... But my arm is still sore 
negative,"about to install Windows Vista Service Pack 2, it says it could take over one hour "
negative,Why are computers and technology hating on me so bad. First 3 years of art. Now 7 months of email?!? Technology and I used to buds. 
negative,@SLotH13 Yea I hope we stay together to see that day  He's uberpissed with me lately.
negative,Clue #1 Your lady friend is hormonal: Tears up while going through programming guide b/c she realizes TOMORROW is the last Hills w/ LC. 
negative,@victoriacandy WOW!! how short? I want one too!  ... and a tattoo 
negative,Chrome doesn't check for updates automatically 
negative,Rain stop...it was a time...i am tired of his exclusive school lessons  ...I wanna Energy...
negative,*no cardio 2day  just lifted..got the popeye arms right now..who wants to arm wrestle?! jk
negative,Oh dear. This twitter spy game thing: it's going to turn twitter into Facebook. I thought I'd escaped that crap. 
negative,feeling a little. 
negative,"tired and pusing huh, watching hallmark. bored too "
negative,Life sucks 
negative,@eso8009 then come! although you won't be able to stay over because my roommate has friends down this weekend 
negative,"@KayB No no, seasn ends with ths match. Last match. No more football for 3 months aftr ths match "
negative,@Aisliiiinngg im not.. tring to study irish in my dark room..lucky cow u dont have to  grrr
negative,7:26am...hella awake....wtf? Good morning n shhhit tweeps....whatever...I'm tired. 
negative,Nice lunch with the F-Word bloggers. Sorry to be going home now  #thelonelinessofthelongdistanceblogger
negative,OMG! I dnt wanna leave  I had soooooooo much fun last nite @ airport check in... It's crazy!
negative,@sophie2dopex She probably does hate me... most people do... because I suck... you said it yourself! 
negative,A year ago you left me ... I miss U ... I adore U ... [My Grandfa.] 
negative,changed my pic and it's disapaired 
negative,@Frannyd How do I update my twitter by text... I text to 40404 right? Cuz I did that and it wont work... 
negative,@posterous Can I only have 1 bookmarklet? I've set it up on my browser at work and now I want 1 at home and it's nowhere to be found 
negative,Ugh I feel like shopping but my pockets are extra thin 
negative,@FunkeyGurlNo1 I've been studying all the weekend  I hate civics :X
negative,carson woke up at 6 a.m.  man i need a nap today!
negative,@ddlovato You're so lucky to be famous and talented! It seems to be the only way that Tom Fletcher will notice anyone 
negative,@Simply_Retro that's so fucked up. how did that happen? 
negative,"Testing out my new homemade cardboard laptop sunblock solution - though it DOES work, it hardly leaves any room for typing "
negative,@Playfish damn !! Why can't I play all your games on facebook 
negative,omg i just translated the thing i wrote and its not the same thing. i hate the translate website im on 
negative,@ShadoeElite Yea I got that too  #mw2 looks awesome
negative,@Bill4Jesus Your freinds are in my prayers. 
negative,"@hillofjellybean, @JKODrums, @TKJones, @jumpsuitjeff, i'm gonna miss you guys while i'm gone! "
negative,"Im stressed...my future husband (manny) wont talk to me  working all day, hopefully i make money"
negative,@andyclemmensen i &lt;3 you more than ice cream and &lt;3 you more than the word meow. i cant belive they gettaway plan ripped on yu like that 
negative,"Is really, really rather sick of studying for exams. Sadface? I think so...  "
negative,@MercieSuicide Yah I was in the chat room with about 15 people when it went down. So I didn't leave. But then my net dropped out 
negative,@somernewland working today too 
negative,OMG! Im running out of money in my purse! 
negative,ORRRR hot chocolate with whipped cream (or super a lot of froth!)!!!!! 
negative,@Galiii awww that sucks that you missed it 
negative,@tommcfly i wanna see another concert here in Sao Paulo 
negative,"i'm a bit cold, its windy and looks like it might rain. i hope it doesn't "
negative,http://twitpic.com/699ro - 'ridin with my baby and its a brand new day...' We're headed home  boo to vacations ending 
negative,"Played SF IV till 3 am, gotta train harder, lost 80% of the fights "
negative,my puppy's ill 
negative,I wonder how much id actually get done artistically if i didnt have a stupid job! 
negative,its a saturday morning &amp; baby hannys not here 
negative,Had to close my blind cos its too nice out 
negative," the last 10 or so Pilot whales that beached themselves this morning, are being shot  tide has retreated and they won't last out there."
negative,All packed but not ready to go 
negative,@tralam Yeah  it takes up loads of space in the tiny window!
negative,family gathering equal to have a lot food to my tummy!!  :p
negative,I listen Mando Diao &lt;3 Next? I learning 
negative,@kissability yeah no one else apart from @bengrubb wanted to come  I canceled.
negative,Youtube doesn't want to upload my videos today apparently 
negative,@nessapaige that is messed up. 
negative,just had to have our dog put to sleep 
negative,@mornane PHOEBE. i am going to physically remove the cord from my laptop. no more internet for moi  check this out: http://bit.ly/pwAVA
negative,study time with robbie and caroline. ew history 
negative,sun burnt  but it'll go brown!! now to match the rest of my body with my shoulders
negative,@NiaBassett oh i like how you say that but dont provide ANY links  hehehe
negative,"@jodosha Thanks! By the way, I'll be in London from 23 July till 2 August - so I hope you'll come too, otherwise we can't meet! "
negative,@espo8009 then come! although you won't be able to stay over because my roommate has friends down this weekend 
negative,"oh wait.. not going to sleep yet.. though im sleepy, i have to do stuff "
negative,Ok I'm at this football game and the damn sun has disappeard!!! WTF 
negative,@jaybrannan I wish I could answer that  lol
negative,No #sou+web sem wifi 
negative,@ChloeStevenson so i now have that crappy thing again 
negative,@KashadGray dude I want some FOOOOD  cheesy tots sound amazing &lt;3.
negative,i want ryan to visit me on my breaks this weekend 
negative,NYT reporting on bookstr closings &amp;its affct on the comunty http://bit.ly/m97WU so sad whn these shops close.remember when duttons closed 
negative,My iPod needs charged 
negative,"there is a strong wind today.wind echoing around the my room,cant sleep   well,my bro is leave house at 2:00 pm tomorrow...GOOD LUCK!"
negative,"@redkattseven I have this CD, it is a sad song... "
negative,Bed time  http://twitpic.com/699tf
negative,@VMV05 byeeeeeeeeeeeeeeeeeeeeeee 
negative,"woke up with even bigger tonsils. cant go to brklyn, cant leave the apt. alternate btween ice cream &amp;honey chamomile tea. suck city 3000 "
negative,no longer has internet  bummer!
negative,@Moriqua143 went to bed 5am n I've been up since 930 n can't go back to sleep... 
negative,Another year?   http://bit.ly/9io2F
negative,awww lost another follower 
negative,"@mraad the picassa one, I cannot DM you 'cos you ain't following me "
negative,@MGiraudOfficial So if I can't afford tickets I could wait til after the show and see you guys?! LOL I just read that back it's kinda sad 
negative,@chuckphie it didn't show up for me. 
negative,"Lounge is shit, bouncers at rooftop bar; alto shot. "
negative,@julie__do yes !! you can do it !! BS it out of you !! haha unfortunately i can't do that 
negative,I'm awake. Had a very depressing dream  .. getting ready for work now. Feels like it's gonna be &quot;one of those days&quot; :'(
negative,ugh i was literally up all night being sick and i'm pretty sure im dehydrated. fml. 2 hours of sleep 
negative,"Glad to see that I will be sick again for the nice weekend and only healthy for the rainy, stormy weekends   BOO!! Hiss!!"
negative,"Bollocks. Called to gate and what happens? No screen here, either  #coyb"
negative,revision 
negative,One apiece now. Missed the goal 
negative,@iheartnewyork    sorry k!
negative,"Going to a wedding were people haven't seen you in months or years. They'll be like. &quot;Wtf happened to you, you got FAT!&quot;  I'm not happy."
negative,Ugh. I hate when I sleep on my back too long. I'm all sore &amp; stiff 
negative,wishing I got to hang out with kellen last night 
negative,"@SaraHuard well maybe you outta tell me about these things before they happen, that way I can actually go and have fun.  "
negative,Im getting dressed to go to work... Yay! 
negative,"@Tyrant1 Nope, I don't have a cable tv here.  I am taking note of the live commentary it through www.soccernet.com."
negative,@natzini No I forgot.  I didn't even plan to sit out for as long as I did.
negative,"my baby boo is sick, the darling  .. feel better soon babe :* ..."
negative,been revising for ages and i am bored...AND i have eaten all my jaffa cakes  bad times!!
negative,@gingersuzal Bah! Work = bad  *huggles Suzy*
negative,is slightly depressed 
negative,Wish i'd taken a taxi  ps. Bloody drogba! Tsk x
negative,I got a cool pair of kookies too. I wanted that cool belt but it was too big 
negative,"@Dpellegrino1 I would LIKE to play Wiffleball but you KNOW Yorquin ain't gonna wake up till CRAAAAZY Late. I dunno, but I HAVE TO PACK! "
negative,Watching David Cook on VH1...where is DCO??? 
negative,I'm off now for an early dinner with friends. Husband complaining about the waste of time my Flickr is and how my life is #FAIL 
negative,"finished a slow row, covered considerable mileage on a beautiful morn, oh, and a lot of townies launching their craft  hogging the channel"
negative,I hate the fact that I look really cute going to a funeral 
negative,my tummy aches!  in my bed for a while and then off to my dearest Juli!
negative,@Sean_Cook Allen Toussaint link didn't work... 
negative,Graduation party in an hour. Presents presents presents! Then work 
positive,Thanks for pointing out the crucial problems @thakkar. Both of them have been taken care of  (cc: @Netra)
positive,please ignore cheesey music 
positive,just got home from a meeting with the girls... Maaaaaan I'm exhausted!! Goodnight world 
positive,@db0y8199 lol thats the kind im eating!! 
positive,victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY  
positive,http://tinyurl.com/ateltl &lt;-- Rocksteady pt II 
positive,"ok outta all 981 of my followers, only about 10 of u ive talked to lol dont be shy i dont biteeee "
positive,@souljaboytellem holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though 
positive,And I just love every little thing about you... 
positive,"@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in &quot;Unity&quot;-mode. "
positive,I have the Job  this is a nice day it can not be better
positive,I'll go now.I'll watch teen nick! 
positive,needs a break from the computer... adios  &lt;3
positive,"Tweet whore ? I am up to 10,000 tweets "
positive,Time for me to sleep........ 
positive,@paulcarr I just laughed out loud on the bus reading your statement of ethics. People moved away. He he he. 
positive,"@saraLDS Thanks for that, Sara "
positive,character designs complete! .... in about a week we'll give another sneak peak... stay posted!  
positive,@lmchugh fingers crossed for you.  
positive,@Tony_Mandarich well welcome back from the dark side! 
positive,"@sai_shediddy lol , you gotta share too "
positive,"first up, make up for lost time with jelly. Jalan jalan just the 2 of us  and the rollerblading with my pumpkin. Happeh"
positive,@redrobinrockn next one for you! 
positive,@CPaladino My cats enjoy the sunbeams from the open windows.  I think that counts. 
positive,I cannot wait to go to FLORIDA!! 
positive,not goin tto tafe 
positive,"@urbanpinkpixie Susan Egan, I love her! And yeah, it said I would have a pleasant trip. "
positive,@MrWize sike sike call it truce???????????????? u still a bitch and my ppl still gonna air u out tho 
positive,"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming. "
positive,Just getting an additional free day 
positive,Welcome @doeko ! Really glad to know you here. Your products rox man 
positive,"Monday is here, One more day "
positive,All zombie songs are now dedicated to @HAMMER32  ? http://blip.fm/~5jbib
positive,"is happy  and clean, squeaky clean"
positive,"@Tottie Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!"
positive,@chaoscartel That is annoying. What gear is it? I'll take it off your hands 
positive,I need to get some shut eye... But I just can't let's try 1 more time. Ta Ta Twitterworld 
positive,@RealBillBailey morning Bill 
positive,I just want this semester to be over! Only a week and a half then it's moving time! 
positive,listening to i can't wait - akon feat t pain . i love this song 
positive,Cleaning my room and listening to britney.  
positive,"@aruky Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;."
positive,"NEW LOGO! for all the Web, Cheak it!...gAllethOo "
positive,@deuhlig thanks for sharing 
positive,Having a great chat with a friend. He's totally putting my mind at ease 
positive,@lexiphanic  cheap and good system  http://bit.ly/Fgl2Y
positive,goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO
positive,@khodgkin1 Oh! Good idea about putting them on ice cream 
positive,"@yourshyness21 lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I'll ttyl girl"
positive,@DavidArchie so what cereal do you usually like? 
positive,@girlfromthemoon ...i had a yay moment today  YAY hope you did too!
positive,Mmmm Chilli Crab &amp; Deal Or No Deal.....And thats life ! 
positive,wish I was at #eurodjangocon 
positive,endless streams of tea~~~~... it's a holiday day here... how do I know? it's raining 
positive,@DonnieWahlberg sounds like you all had a great night . i'm glad it was successful 
positive,goin to bed 
positive,Thank god camera fixed itself. I want a new ipod 
positive,"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!! "
positive,@FoluB pebbles thrown at windows should get *someones* attention 
positive,@mikebreed There's a reason why they're so cute at times - to prevent you from throwing them overboard when they scream every 2 hrs... 
positive,"@nicolesssss  no, dayuuum 5o'clock was better "
positive,@JRHIGHTOWER  you told me u would be there...lol! Hmmmm where were u.....
positive,watching the office......... also comedy gold 
positive,@shaundiviney u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed 
positive,Grand Indonesia with mom n sisters... 
positive,@alibalijeweller I'm come and try to find you and be your fan too 
positive,@DavidArchie I'm watching some of your videos in YouTube. You're funny David.  Oh and TALENTED of course! 
positive,"@LeilaniLi thks 4 the follow, and @newest tweets, i returned the love "
positive,http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall. 
positive,@RealBillBailey Morning! Are u back in blighty Bill? Hope u had a lovely time away 
positive,@DavidArchie want to hear something funny? I'm yours is on the radio right now! 
positive,"@MrPhotographic Happy b-day! Just woke up on this side of Earth, so wishes are bit late "
positive,Hank Thompson � The Big One Got Away -- hmm... how old do you have to be to remember THIS?  ? http://blip.fm/~5jboh
positive,@VIbeauty we will work on that mama  sweetdreams!
positive,@eishbo0 you can do it 
positive,nothings better then going out for chinese at the supperinn with ma fave cousins at 1am 
positive,I am up and feeling pretty damn gud! I dont even have a hangover what a nice feeling 
positive,I just dyededed my hair 
positive,Drinkin' Chai tea and not sleeping.. and checkin' out some cool peeps 
positive,"@TimothyH2O Haha! If I were him, I'd totally go check out a small little breakfast nook  They probably have the cutest ones there."
positive,New @shackletonmusic single bought! It is awesome!! Well done boys! 
positive,@amyyyxoxo ahh I gtg but pls help me with number 3 I'll come back later to see what u said  haha plz and thank u
positive,@zhayrar lol well thank you 
positive,cieee @Cronatic potong rambuuuut! 
positive,Can't wait for SYTYCD tour with Ashleighhh &amp; Izzayyy 
positive,C-News wasn't as bad as I expected... could have done better... but today we did a great show... 
positive,@KatiexCobraYo awww boo! I fucking lovee doing all the girly thingss 
positive,"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans "
positive,finally gone!!! 
positive,@CeesDope_  ahhhhaaa bangbros.com! psshh nigga its all about onionbooty.com 
positive,@ifixitlive Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.  
positive,good job! 
positive,@iMBA Ur welcome 
positive,@cathyah I love it...that's going to be one of my new fave quotes. 
positive,I love the sunshine and the happiness it brings 
positive,seepin'. 
positive,@bebeisis  thanks bebeisis that is right is your name by any chanve elisabeth??? 
positive,"@heyrbk ohh shardup! hehe. hes hot lah, gotta admeeet! bleh. "
positive,cleaning cleaning cleaning today then working out!  i love not working! 
positive,Chem wasn't better than physics. And now I'm so tired. @natasya_astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo? 
positive,@living_autism BUT on the bright side you're on twitter! Morning! 
positive,@Petty01 Happy Birthday and cheers to PAO!! 
positive,is home  excited that gemma is getting her breaking dawn MWAHAHAH (evil laugh)...is angry with hopeless assholes ...
positive,@justinchuan Awww!  I was thinking about you lot up there!  Glad you enjoyed it. 
positive,@730Fam yeah you are right! but my mom can cook like she is straight from the island! make sure you invite me to your fam restaurant 
positive,Download movie  &quot;81st Annual Academy Awards Pre-Show&quot; http://tinyurl.com/cdue53 cool #movie
positive,@cel_xox ur really smart  
positive,@geoffsays Thanks for the link Geoff 
positive,"aaahhh, showers are great "
positive,i won because im awesome 
positive,I was crying all of Tuesday cos I find out! ;( .... Economics is offically my crying subject lol 
positive,"@gerdiend Woman!!  hope you have a relaxing monday as I have, cu later on this sunny monday @westerkerk"
positive,@YaaaaZ so don't bother urself 
positive,finally having my cup of coffee!!! 
positive,"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha "
positive,"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me "
positive,@brittannyy14 yea i know right! i love that song! 
positive,@antsrants it's driving me insane!  all i want is a lie in!!! 
positive,@Tittch Just file me under *seduced* sweetie... 
positive,@BroncMurphy  I agree people should be able to cohabitate with whomever they choose 
positive,is twittering 
positive,For @mizhalle  ? http://blip.fm/~5jbp3
positive,"@Jocey17 ITS A BANK HOLIDAY STUPID!! wait, they don't have bank holidays in America... Okay keep on celebreting "
positive,@carmenforward no way - those are great words.  Boys don't get to own them.    Oh and was it your bday?
positive,"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely "
positive,@AngelicaV1 Your birthday? WELL Happy birthday 
positive,You won't believe how long this took to achieve... Still all done and my car is happy again  - Photo: http://bkite.com/0783l
positive,"says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c"
positive,@DavidArchie Have a great day today David!  May you write some wonderful masterpieces!
positive,im back. wooooo!!!  i want to have my own press release :|
positive,"@savagemike  Yep, I like animals better than some humans too!  "
positive,@michael611 would you settle for a 76 Mustang II Ghia? ...nope... probably would not be the same 
positive,@IMBASE k its 3 slices left 
positive,"omg, I never knew that Wikipedia also lists the shades of colours, it's cool "
positive,we just drove all the way to Hollywood just to get a Miley Cyrus milkshake... at least it was like an orgasm in my mouth 
positive,@akarshsimha: Started using the branch 
positive,anyone got an FFE account? if so.. add me 
positive,@lilmarshmellow 1 pm... 
positive,"@theblackbug I realized that I think 4 weeks into college, welcome to the otherside "
positive,Revelation: Strawberries and Nutella taste reeaaalllly good together... 
positive,Another one popped up a human being. Congrats Nana and Wan.  Baby Iris is a cutie.
positive,@thatglamchick ok.... tx  it's so worth the wait! lol...***
positive,"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works "
positive,@mskiannathediva  He's awesome... Have you worked with him before? He's a good friend.
positive,"Time to watch OP, then some Dead Like Me, then sleep. "
positive,stopped working on the @MarsPhoenix image database awhile ago to help Greg with his term paper. Now chit chatting with Greg. 
positive,"Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself "
positive,@mohandoss ?????? ???????? ????? ????????. ????? ?????????   @anbudan_bala thanx for the sixer comment
positive,its my bday!!! I'm gettin older! 
positive,@Melissa808 yup...they've stopped in hawaii for a few seasons already. are you talking about this season? hope they come back again 
positive,@DavidArchie I tweet sooo much about you. Gahd.  Hahaha!
positive,"@Lodewijkvdb Don't worry, you'll get your stamina back soon  What kind of distances do you run usually?"
positive,"@williamduncan the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks "
positive,@amytcathy at least you get to watch Lost on the way 
positive,"@algibbs thanks for that, now i learned something new today  enjoy."
positive,@urbansmiler Is it possible to a have phobia of phobias? Afraid to look at list. 
positive,"I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??"
positive,heading out to (a long)band practice. last one before our first show on Saturday night. Hope it's a good one  http://digg.com/u12MIW
positive,"@xxm0rgann aww morgan, i wish i could have realized that a while ago instead of putting myself through it.. your strong and i love you&lt;3 "
positive,@leeprovoost Is it that quiet at the office? 
positive,"http://twitpic.com/4j8yk - Thelma, Rebeca, Fernanda Symonds, Fernanda Cordova "
positive,@misspretty1981 thank u!!! u kno ppl already look @ my chest ne ways might as well give them somethng to throw them off! LOL! 
positive,"Hey Dubbo RSL turkey roast circa 1995. Know it's been a while, just wanted to let you know I still think about you from time to time "
positive,@SashaKane I am absolutely craving a brownie with ice cream right now. FedEx some over! 
positive,"@iloveicetea haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?"
positive,and these awesome tweeples too!  @xoNessCullenxo @xoJasperHalexo @xoEmmettC35xo @oxTanyaDenaliox @xoEsmeCullenxo
positive,I got whooped by Jason Bradbury. Ace :0 
positive,The dj's and partypeople were great again at CC. Kicking  Next one June 7
positive,"@allankent @andywalton oo, oo, I must compete... let me login to my work email to see if I can top that "
positive,@TessMorris fine! Going to do my big walk today 20 or so miles 
positive,"@SIFashions Wow, that's really sweet! I'm assuming this is blog-related.  Thanks so much."
positive,"@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay"
positive,"@amystow I know, but work is so boring. I prefer the @2oceansvibe take on life "
positive,@MsSdot23 and thats why your azz lost hater lol  love you
positive,@RaspberryHatter  aw. that sounds amazing  But I think I have work. Thank you for inviting me though 
positive,@jezkemp yay!  excited?
positive,Sigh. I'm getting off the computer now to do even MORE homework... Bye 
positive,"in school, wants to read Eclipse, 200-and-some-60 pages read "
positive,"@DavidArchie if there is a tesco nearby, then go there "
positive,I just finished first season six feet under 
positive,Enjoyed the Waller reunion very much! The Wallers are back in town 
positive,@hrcolors Maybe it had a hot date with a nice little Cesna. 
positive,"http://tr.im/kp06 Surrealism in a cute way - Louis Votton &quot;Superflat Monogram&quot; - Takashi Murakami, Music by Fantastic Plastic Machine "
positive,@joycescapade COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue... 
positive,"@kyspeaks  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger "
positive,"Stoppped following ama, i really need a clean break... on another note, kate is being super nice right now  Off to work"
positive,Waiting on laundry to finish so I can go HOME. Think I'll do my nails while I wait 
positive,@RaeRae440 It's surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I'm obsessed or anything!  #BillyIdol
positive,Morning all - woken by neighbour's kids screaming in the garden before 8am so not in a very benevolent mood...  you have been warned! 
positive,@galacticfaerie Sounds great. I'm looking forward to it then 
positive,@moonfrye LOL and that's why I use my iPod touch 
positive,hehe tweet time... bastos talaga chux 
positive,...love and wanted to share with my followers. feeling inspirational. ive had a long day. 
positive,@LarryBenet Per Taylor Dayne conversation.  It's official I am now jealous of you.  
positive,I've worked my finger tips bare today coding. But we got there. 
positive,wake up...and go make breakfast.. 
positive,@LadyRubaiyat It will warm up once you start digging 
positive,@velvetella Bye ! Have a great time being whisked away 
positive,"@BoomKatt yes yes I AM, networking whore to the fullest.......and this girl is rih next to me "
positive,can't sleep so i'm watching some more Gilmore Girls 
neutral,@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?
neutral,RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy
neutral,"Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox"
neutral,RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
